City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Sur,OM,22.5667,59.5289,69.01,68,0,0.34,clear sky,2021-02-15 16:11:40
261,Xuanzhou,CN,30.9525,118.7553,46.04,81,100,3.44,light rain,2021-02-15 16:11:41
262,Puerto Cabezas,NI,14.0351,-83.3888,82.4,89,75,4.61,broken clouds,2021-02-15 16:11:41
263,Kodiak,US,57.79,-152.4072,33.8,86,90,4.61,mist,2021-02-15 16:11:41
264,Katsuura,JP,35.1333,140.3,57.0,53,0,13.0,clear sky,2021-02-15 16:11:42
265,Baculin,PH,7.4525,126.5842,77.34,80,97,4.59,light rain,2021-02-15 16:11:42
266,Dafeng,CN,23.4517,108.5881,67.68,60,2,4.47,clear sky,2021-02-15 16:11:42
267,Banda Aceh,ID,5.5577,95.3222,79.39,80,98,11.9,overcast clouds,2021-02-15 16:11:43
268,Vostok,RU,46.4856,135.8833,0.86,94,100,4.16,snow,2021-02-15 16:11:43
269,Coihaique,CL,-45.5752,-72.0662,64.4,42,0,5.75,clear sky,2021-02-15 16:11:43
270,Saldanha,ZA,-33.0117,17.9442,73.4,38,0,24.16,clear sky,2021-02-15 16:11:43
271,Novyy Urgal,RU,51.0736,132.5642,-10.07,89,100,0.69,overcast clouds,2021-02-15 16:11:44
272,Oriximina,BR,-1.7656,-55.8661,81.66,77,100,3.83,overcast clouds,2021-02-15 16:11:44
273,Qixia,CN,37.2975,120.8256,32.0,56,4,8.84,clear sky,2021-02-15 16:11:08
274,Taltal,CL,-25.4,-70.4833,70.93,62,18,6.55,few clouds,2021-02-15 16:11:44
275,Mount Gambier,AU,-37.8333,140.7667,51.8,100,90,2.3,overcast clouds,2021-02-15 16:11:45
276,Kavaratti,IN,10.5669,72.642,81.82,60,0,6.55,clear sky,2021-02-15 16:11:45
277,Ishigaki,JP,24.3448,124.1572,66.33,71,22,18.52,few clouds,2021-02-15 16:11:45
278,Bereda,ES,43.2686,-7.5406,69.8,35,0,18.41,clear sky,2021-02-15 16:11:46
279,Kankakee,US,41.15,-87.8667,7.0,78,90,11.5,overcast clouds,2021-02-15 16:11:46
280,Lalibela,ET,12.0333,39.0333,65.39,28,47,11.39,scattered clouds,2021-02-15 16:11:46
281,Jiazi,CN,22.8779,116.067,62.4,77,25,13.24,scattered clouds,2021-02-15 16:11:46
282,Sumbawanga,TZ,-7.9667,31.6167,73.4,73,20,2.33,light rain,2021-02-15 16:11:47
283,Guantanamo,CU,20.1444,-75.2092,84.2,61,20,5.75,few clouds,2021-02-15 16:11:47
284,Ikwiriri,TZ,-7.9562,38.9716,79.29,83,31,6.96,scattered clouds,2021-02-15 16:11:47
285,Los Llanos De Aridane,ES,28.6585,-17.9182,71.6,78,0,5.75,clear sky,2021-02-15 16:10:29
286,Berlevag,NO,70.8578,29.0864,24.8,93,20,3.44,light snow,2021-02-15 16:11:48
287,George,ZA,-33.963,22.4617,68.0,56,40,14.97,scattered clouds,2021-02-15 16:11:48
288,Teguise,ES,29.0605,-13.564,73.4,38,90,8.05,haze,2021-02-15 16:11:48
289,Naze,JP,28.3667,129.4833,55.0,77,10,16.87,clear sky,2021-02-15 16:11:48
290,Kastrakion,GR,39.7156,21.6181,33.8,60,20,5.75,few clouds,2021-02-15 16:11:49
291,Conway,US,35.0887,-92.4421,10.0,85,90,14.97,snow,2021-02-15 16:11:49
292,Emba,KZ,48.8264,58.1442,18.3,97,100,7.65,overcast clouds,2021-02-15 16:11:49
293,Tamale,GH,9.4008,-0.8393,103.98,16,0,4.09,clear sky,2021-02-15 16:11:50
294,Nome,US,64.5011,-165.4064,6.8,78,1,3.44,clear sky,2021-02-15 16:09:28
295,Juventino Rosas,MX,20.65,-101.0,59.0,38,1,5.75,clear sky,2021-02-15 16:11:50
296,Durban,ZA,-29.8579,31.0292,71.01,83,90,19.57,light rain,2021-02-15 16:11:02
297,Anito,PH,12.4497,125.2886,77.58,82,96,10.92,overcast clouds,2021-02-15 16:11:51
298,Mumford,GH,5.2618,-0.759,83.5,76,30,11.88,scattered clouds,2021-02-15 16:11:51
299,Troitskiy,RU,57.0603,63.7481,2.16,91,66,8.32,broken clouds,2021-02-15 16:11:51
300,Puerto Gaitan,CO,4.3133,-72.0816,93.51,38,97,19.57,overcast clouds,2021-02-15 16:11:52
301,Sorland,NO,67.667,12.6934,37.4,81,20,16.11,few clouds,2021-02-15 16:11:52
302,Santa Cruz,BO,-17.8,-63.1667,84.2,65,75,19.57,broken clouds,2021-02-15 16:11:52
303,Bodmin,GB,50.4715,-4.7243,51.8,87,40,13.8,scattered clouds,2021-02-15 16:11:53
304,Olafsvik,IS,64.8945,-23.7142,42.31,80,67,27.34,broken clouds,2021-02-15 16:11:53
305,Chapais,CA,49.7834,-74.8492,3.2,72,90,6.91,haze,2021-02-15 16:11:54
306,Mogwase,ZA,-25.185,27.2665,82.71,50,77,10.83,light rain,2021-02-15 16:11:54
307,Udachnyy,RU,66.4167,112.4,-33.7,80,96,8.21,overcast clouds,2021-02-15 16:11:54
308,Shaoguan,CN,24.8,113.5833,62.58,70,0,0.72,clear sky,2021-02-15 16:11:55
309,Katobu,ID,-4.9408,122.5276,77.45,86,99,2.28,overcast clouds,2021-02-15 16:11:55
310,Itarema,BR,-2.9248,-39.9167,88.7,54,58,12.93,broken clouds,2021-02-15 16:11:55
311,Gulf Gate Estates,US,27.2517,-82.5147,80.01,83,75,16.11,broken clouds,2021-02-15 16:11:55
312,Te Anau,NZ,-45.4167,167.7167,41.92,86,42,6.2,scattered clouds,2021-02-15 16:11:56
313,Henties Bay,NA,-22.116,14.2845,73.0,77,30,14.52,scattered clouds,2021-02-15 16:11:56
314,Mount Isa,AU,-20.7333,139.5,73.4,88,69,1.14,broken clouds,2021-02-15 16:11:56
315,Lubao,PH,14.9167,120.55,75.2,83,75,2.3,broken clouds,2021-02-15 16:11:57
316,Praia,CV,14.9215,-23.5087,78.8,38,0,14.88,clear sky,2021-02-15 16:11:57
317,Katherine,AU,-14.4667,132.2667,78.8,94,75,8.05,broken clouds,2021-02-15 16:11:57
318,Bonavista,CA,48.6499,-53.1147,28.99,68,7,8.05,clear sky,2021-02-15 16:11:58
319,Laguna,US,38.421,-121.4238,50.0,93,90,10.36,overcast clouds,2021-02-15 16:11:58
320,Grindavik,IS,63.8424,-22.4338,42.8,81,75,20.71,broken clouds,2021-02-15 16:11:58
321,Arco,IT,45.9177,10.8867,41.0,100,23,1.28,few clouds,2021-02-15 16:11:58
322,Puerto Maldonado,PE,-12.6,-69.1833,75.2,100,75,5.75,broken clouds,2021-02-15 16:11:59
323,Xichang,CN,27.8964,102.2634,46.87,70,14,3.2,few clouds,2021-02-15 16:12:00
324,Tebingtinggi,ID,3.3285,99.1625,77.0,94,40,3.44,haze,2021-02-15 16:12:00
325,Bethel,US,41.3712,-73.414,32.0,74,90,4.61,overcast clouds,2021-02-15 16:12:01
326,Phan Thiet,VN,10.9333,108.1,67.98,86,0,7.52,clear sky,2021-02-15 16:12:01
327,Honiara,SB,-9.4333,159.95,78.17,81,98,2.44,overcast clouds,2021-02-15 16:12:02
328,Yerbogachen,RU,61.2767,108.0108,-34.35,81,0,3.29,clear sky,2021-02-15 16:12:02
329,Newport,GB,51.5877,-2.9984,54.0,82,100,14.07,overcast clouds,2021-02-15 16:12:02
330,Shu,KZ,43.5983,73.7614,41.49,71,75,3.51,broken clouds,2021-02-15 16:12:02
331,Kabanjahe,ID,3.1001,98.4908,77.0,94,40,3.44,haze,2021-02-15 16:12:03
332,Kolvereid,NO,64.8655,11.6047,30.2,55,0,5.75,clear sky,2021-02-15 16:12:03
333,Baruun-Urt,MN,46.6806,113.2792,-10.12,85,22,10.87,few clouds,2021-02-15 16:12:03
334,Batagay,RU,67.6333,134.6333,-22.58,85,93,3.51,overcast clouds,2021-02-15 16:12:04
335,Svetlyy,RU,54.675,20.1347,30.2,86,75,4.47,broken clouds,2021-02-15 16:12:04
336,Vanimo,PG,-2.6741,141.3028,76.84,89,99,9.19,overcast clouds,2021-02-15 16:12:04
337,Immokalee,US,26.4187,-81.4173,84.0,69,75,8.05,broken clouds,2021-02-15 16:12:05
338,Hobyo,SO,5.3505,48.5268,78.3,77,38,16.44,scattered clouds,2021-02-15 16:12:05
339,Puerto Penasco,MX,31.3167,-113.5333,46.4,49,75,5.75,broken clouds,2021-02-15 16:12:05
340,Dikson,RU,73.5069,80.5464,-24.72,82,100,2.19,overcast clouds,2021-02-15 16:12:05
341,Huicheng,CN,23.0385,116.2899,59.0,77,0,4.47,clear sky,2021-02-15 16:12:06
342,Zhangye,CN,38.9342,100.4517,32.43,76,100,3.6,overcast clouds,2021-02-15 16:12:06
343,Klaksvik,FO,62.2266,-6.589,44.6,100,90,17.27,mist,2021-02-15 16:12:06
344,Karachi,PK,24.9056,67.0822,71.6,78,0,8.05,smoke,2021-02-15 16:12:06
345,Ulladulla,AU,-35.35,150.4667,62.6,100,90,11.5,overcast clouds,2021-02-15 16:12:07
346,Faanui,PF,-16.4833,-151.75,81.9,73,100,13.51,overcast clouds,2021-02-15 16:12:07
347,Tuy Hoa,VN,13.0833,109.3,66.02,84,13,2.95,few clouds,2021-02-15 16:12:07
348,Puerto Colombia,CO,10.9878,-74.9547,87.8,62,40,4.61,scattered clouds,2021-02-15 16:08:02
349,Rovaniemi,FI,66.5,25.7167,26.6,86,75,11.5,broken clouds,2021-02-15 16:08:10
350,Fershampenuaz,RU,53.5202,59.8117,-2.18,89,19,7.81,few clouds,2021-02-15 16:12:08
351,Ampanihy,MG,-24.7,44.75,81.91,57,100,8.86,overcast clouds,2021-02-15 16:12:09
352,Badami,IN,15.915,75.6768,76.69,27,0,6.8,clear sky,2021-02-15 16:12:09
353,Mutoko,ZW,-17.397,32.2268,72.46,80,99,8.37,overcast clouds,2021-02-15 16:12:09
354,Albanel,CA,48.8832,-72.4487,14.0,15,99,4.61,overcast clouds,2021-02-15 16:12:09
355,Mahibadhoo,MV,3.7833,72.9667,81.61,71,75,11.52,broken clouds,2021-02-15 16:12:10
356,Iquitos,PE,-3.7481,-73.2472,89.6,58,20,8.05,few clouds,2021-02-15 16:12:10
357,Churapcha,RU,62.0025,132.4325,-22.85,87,80,3.04,broken clouds,2021-02-15 16:12:10
358,Natchez,US,31.5604,-91.4032,21.2,79,90,12.66,overcast clouds,2021-02-15 16:12:11
359,Stokmarknes,NO,68.5646,14.9108,30.2,93,20,4.61,few clouds,2021-02-15 16:12:11
360,Esperance,AU,-33.8667,121.9,68.0,60,0,11.5,clear sky,2021-02-15 16:12:11
361,Puerto Carreno,CO,6.189,-67.4859,93.99,39,90,13.82,overcast clouds,2021-02-15 16:08:20
362,San Luis,AR,-33.295,-66.3356,74.61,52,95,15.59,overcast clouds,2021-02-15 16:12:12
363,Lima,PE,-12.0432,-77.0282,78.8,61,0,8.05,clear sky,2021-02-15 16:11:40
364,Datong,CN,40.0936,113.2914,24.44,76,27,14.29,scattered clouds,2021-02-15 16:12:13
365,Agadir,MA,30.4202,-9.5982,84.2,13,0,6.91,clear sky,2021-02-15 16:10:12
366,Sterling,US,39.0062,-77.4286,37.0,75,90,3.44,overcast clouds,2021-02-15 16:12:13
367,Champaign,US,40.1334,-88.2001,6.8,78,90,20.71,overcast clouds,2021-02-15 16:12:14
368,Kaeo,NZ,-35.1,173.7833,66.0,95,93,10.0,overcast clouds,2021-02-15 16:12:14
369,Bethanien,NA,-26.502,17.1583,81.21,16,0,16.2,clear sky,2021-02-15 16:12:14
370,Lagoa,PT,39.05,-27.9833,55.72,66,0,21.5,clear sky,2021-02-15 16:12:15
371,Mehamn,NO,71.0357,27.8492,24.8,74,75,8.05,broken clouds,2021-02-15 16:12:15
372,Marzuq,YE,14.4,46.4667,66.61,44,0,5.03,clear sky,2021-02-15 16:12:15
373,Carlsbad,US,33.1581,-117.3506,53.01,76,90,4.61,overcast clouds,2021-02-15 16:12:15
374,Constitucion,CL,-35.3333,-72.4167,64.78,66,18,6.93,few clouds,2021-02-15 16:12:16
375,Hithadhoo,MV,-0.6,73.0833,83.34,71,68,5.48,heavy intensity rain,2021-02-15 16:12:16
376,Bambous Virieux,MU,-20.3428,57.7575,82.0,78,75,2.3,broken clouds,2021-02-15 16:12:16
377,Manadhoo,MV,5.7667,73.3833,81.81,65,74,7.29,broken clouds,2021-02-15 16:12:17
378,Neyshabur,IR,36.2133,58.7958,53.96,34,0,2.8,clear sky,2021-02-15 16:10:29
379,San Juan,AR,-31.5375,-68.5364,77.16,44,20,11.14,few clouds,2021-02-15 16:10:37
380,Nizhniy Kuranakh,RU,58.8353,125.4869,-15.65,87,100,3.74,overcast clouds,2021-02-15 16:12:17
381,Half Moon Bay,US,37.4636,-122.4286,54.0,94,90,6.91,overcast clouds,2021-02-15 16:12:18
382,Nea Stira,GR,38.1833,24.2,35.01,91,79,8.01,broken clouds,2021-02-15 16:12:18
383,Riyadh,SA,24.6877,46.7219,77.0,18,40,6.91,scattered clouds,2021-02-15 16:12:13
384,Port Blair,IN,11.6667,92.75,78.76,82,8,9.62,clear sky,2021-02-15 16:12:19
385,Havoysund,NO,70.9963,24.6622,24.8,86,40,4.61,scattered clouds,2021-02-15 16:12:20
386,Benguela,AO,-12.5763,13.4055,84.2,58,18,12.66,few clouds,2021-02-15 16:12:20
387,Jalingo,NG,8.8833,11.3667,101.16,8,4,7.49,clear sky,2021-02-15 16:12:20
388,Huarmey,PE,-10.0681,-78.1522,76.75,62,0,8.19,clear sky,2021-02-15 16:12:21
389,Talcahuano,CL,-36.7167,-73.1167,68.0,64,20,6.91,few clouds,2021-02-15 16:12:21
390,Sena Madureira,BR,-9.0656,-68.6569,89.15,57,77,4.38,broken clouds,2021-02-15 16:12:21
391,Plouzane,FR,48.3833,-4.6167,51.8,100,90,19.57,mist,2021-02-15 16:12:22
392,Troitskoye,RU,52.9821,84.6757,17.96,94,100,5.66,overcast clouds,2021-02-15 16:12:22
393,Lavrentiya,RU,65.5833,-171.0,-14.13,85,0,11.5,clear sky,2021-02-15 16:12:22
394,Borinskoye,RU,52.4569,39.3713,-4.59,91,21,5.14,few clouds,2021-02-15 16:12:22
395,Yarada,IN,17.65,83.2667,73.4,88,0,2.3,mist,2021-02-15 16:12:23
396,Nawa,IN,27.0167,75.0,67.06,24,24,5.19,few clouds,2021-02-15 16:12:23
397,Namatanai,PG,-3.6667,152.4333,80.69,81,69,7.78,moderate rain,2021-02-15 16:12:23
398,Silva Jardim,BR,-22.6508,-42.3917,78.8,88,90,4.61,overcast clouds,2021-02-15 16:08:42
399,Bilma,NE,18.6853,12.9164,85.53,11,49,12.33,scattered clouds,2021-02-15 16:12:24
400,Iroquois Falls,CA,48.7669,-80.6831,-7.6,71,75,5.75,light snow,2021-02-15 16:12:24
401,Hami,CN,42.8,93.45,30.43,82,0,1.32,clear sky,2021-02-15 16:12:25
402,Kachug,RU,53.9606,105.8817,-21.39,83,7,2.06,clear sky,2021-02-15 16:12:25
403,Sampit,ID,-2.5333,112.95,75.07,96,73,2.26,moderate rain,2021-02-15 16:12:25
404,Vanderhoof,CA,54.0166,-124.0198,9.59,95,100,0.56,overcast clouds,2021-02-15 16:12:25
405,Atar,MR,20.5169,-13.0499,89.08,11,1,19.6,clear sky,2021-02-15 16:12:26
406,Hayden,US,47.766,-116.7866,19.99,86,90,12.66,light snow,2021-02-15 16:12:26
407,Ekhabi,RU,53.5102,142.9671,1.47,95,68,7.87,broken clouds,2021-02-15 16:12:26
408,Birjand,IR,32.8663,59.2211,55.4,4,0,4.61,clear sky,2021-02-15 16:12:27
409,Cururupu,BR,-1.8283,-44.8683,86.34,67,45,6.38,moderate rain,2021-02-15 16:12:27
410,Fukue,JP,32.6881,128.8419,44.2,77,10,27.38,clear sky,2021-02-15 16:12:27
411,Ossora,RU,59.2353,163.0719,7.09,92,100,3.42,overcast clouds,2021-02-15 16:12:27
412,Perth,AU,-31.9333,115.8333,77.0,61,0,6.91,clear sky,2021-02-15 16:10:26
413,Zhizdra,RU,53.746,34.7395,10.4,61,90,4.47,overcast clouds,2021-02-15 16:12:28
414,Krasnaya Gorka,RU,55.1962,56.6673,-3.24,91,94,5.41,overcast clouds,2021-02-15 16:12:29
415,Berdigestyakh,RU,62.0989,126.6992,-18.36,87,100,3.98,overcast clouds,2021-02-15 16:12:29
416,Tivaouane,SN,14.9515,-16.8129,93.2,24,53,9.22,broken clouds,2021-02-15 16:12:29
417,Woodstock,CA,43.1334,-80.7497,21.99,63,100,1.14,light snow,2021-02-15 16:12:29
418,Matagami,CA,49.7502,-77.6328,-3.15,89,78,2.57,broken clouds,2021-02-15 16:12:30
419,Salou,ES,41.0766,1.1416,52.0,76,75,3.44,broken clouds,2021-02-15 16:12:30
420,Kathmandu,NP,27.7167,85.3167,57.2,72,75,5.75,haze,2021-02-15 16:08:09
421,Tingo Maria,PE,-9.2895,-76.0088,77.0,83,75,2.3,broken clouds,2021-02-15 16:12:31
422,Kapra,IN,17.4846,78.561,78.01,53,0,7.29,haze,2021-02-15 16:12:31
423,Kawalu,ID,-7.3817,108.2082,74.1,88,100,2.21,overcast clouds,2021-02-15 16:12:31
424,Cuamba,MZ,-14.8031,36.5372,76.03,86,78,2.15,light rain,2021-02-15 16:12:31
425,Aba,NG,5.1066,7.3667,91.4,62,75,6.91,light rain,2021-02-15 16:12:32
426,Gao,ML,16.6362,1.637,97.32,9,49,6.91,scattered clouds,2021-02-15 16:12:32
427,Hamilton,US,39.1834,-84.5333,21.99,79,75,9.22,light snow,2021-02-15 16:08:54
428,Nan,TH,18.8333,100.6667,71.17,55,1,1.95,clear sky,2021-02-15 16:12:32
429,Neuquen,AR,-38.9516,-68.0591,69.8,46,0,9.22,clear sky,2021-02-15 16:12:33
430,Bara,NG,10.3744,10.7288,96.8,7,7,6.91,clear sky,2021-02-15 16:12:33
431,Pokhara,NP,28.2333,83.9833,56.5,59,48,4.65,scattered clouds,2021-02-15 16:12:21
432,Baykit,RU,61.67,96.37,-17.37,82,97,4.59,overcast clouds,2021-02-15 16:12:33
433,Kanel,SN,15.4916,-13.1763,102.2,12,0,4.61,clear sky,2021-02-15 16:12:34
434,Marystown,CA,47.1666,-55.1483,28.45,91,93,16.31,overcast clouds,2021-02-15 16:12:34
435,Samarai,PG,-10.6167,150.6667,81.61,77,86,6.38,moderate rain,2021-02-15 16:12:34
436,Orlik,RU,52.5178,99.825,8.31,89,89,2.89,light snow,2021-02-15 16:12:35
437,Fortuna,US,40.5982,-124.1573,52.0,100,90,8.9,overcast clouds,2021-02-15 16:12:35
438,Owando,CG,-0.4819,15.8999,88.11,56,90,3.94,overcast clouds,2021-02-15 16:12:35
439,Egvekinot,RU,66.3167,-179.1667,-10.43,86,5,19.24,clear sky,2021-02-15 16:12:35
440,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.6,55,75,9.22,broken clouds,2021-02-15 16:12:36
441,Nurobod,UZ,40.9056,69.8023,53.6,28,0,9.22,clear sky,2021-02-15 16:12:36
442,Kidal,ML,18.4411,1.4078,95.34,9,18,7.02,few clouds,2021-02-15 16:12:36
443,Tessalit,ML,20.1986,1.0114,92.08,11,81,10.6,broken clouds,2021-02-15 16:12:37
444,Deer Lake,CA,49.1667,-57.4316,23.0,74,90,6.91,light snow,2021-02-15 16:12:37
445,San Cristobal,VE,7.7669,-72.225,82.4,74,40,3.44,scattered clouds,2021-02-15 16:09:56
446,Aden,YE,12.7794,45.0367,76.42,70,0,9.78,clear sky,2021-02-15 16:08:06
447,Nazilli,TR,37.9163,28.3223,42.8,70,75,2.3,broken clouds,2021-02-15 16:12:38
448,Ancud,CL,-41.8697,-73.8203,64.4,48,0,6.91,clear sky,2021-02-15 16:12:38
449,Baiyin,CN,36.5583,104.2081,35.01,33,0,2.24,clear sky,2021-02-15 16:12:39
450,Lancaster,US,40.2504,-76.2499,34.0,76,100,1.99,overcast clouds,2021-02-15 16:12:39
451,Svetlogorsk,BY,52.6333,29.7333,5.45,94,73,6.78,broken clouds,2021-02-15 16:12:40
452,Havre-Saint-Pierre,CA,50.2334,-63.5986,10.4,52,20,6.91,few clouds,2021-02-15 16:12:40
453,Lashio,MM,22.9333,97.75,57.07,53,0,1.28,clear sky,2021-02-15 16:12:40
454,Bhuban,IN,20.8833,85.8333,68.68,64,0,3.2,clear sky,2021-02-15 16:12:41
455,Weymouth,US,42.2209,-70.9398,37.0,86,100,11.5,light rain,2021-02-15 16:12:41
456,Walvis Bay,NA,-22.9575,14.5053,78.8,50,8,13.8,clear sky,2021-02-15 16:12:41
457,Kahului,US,20.8947,-156.47,73.4,73,40,3.44,scattered clouds,2021-02-15 16:09:04
458,Belen,TR,36.4891,36.2233,57.2,67,40,6.91,scattered clouds,2021-02-15 16:12:42
459,Chissamba,AO,-12.1667,17.3333,84.2,21,0,9.22,clear sky,2021-02-15 16:12:42
460,Yeniseysk,RU,58.4497,92.1703,0.57,92,100,10.16,light snow,2021-02-15 16:12:42
461,Mafinga,TZ,-7.25,35.0667,73.94,81,78,3.27,light rain,2021-02-15 16:12:43
462,Moses Lake,US,47.1301,-119.2781,24.8,80,90,9.22,snow,2021-02-15 16:12:43
463,Tobane,BW,-21.95,27.9,80.6,74,75,4.61,broken clouds,2021-02-15 16:12:43
464,Atambua,ID,-9.1061,124.8925,74.43,88,99,1.92,overcast clouds,2021-02-15 16:12:43
465,Gewane,ET,10.1664,40.6453,89.02,15,2,13.4,clear sky,2021-02-15 16:12:44
466,Idar,DE,49.7167,7.3,39.2,75,0,12.66,clear sky,2021-02-15 16:12:44
467,Soe,ID,-9.8607,124.284,66.7,95,100,3.47,overcast clouds,2021-02-15 16:12:44
468,Rio Gallegos,AR,-51.6226,-69.2181,66.2,32,0,4.61,clear sky,2021-02-15 16:12:45
469,Marawi,PH,7.9986,124.2928,79.0,90,84,15.01,moderate rain,2021-02-15 16:12:45
470,La Ronge,CA,55.1001,-105.2842,-23.8,69,0,1.14,clear sky,2021-02-15 16:12:45
471,Bushehr,IR,28.9684,50.8385,68.0,77,0,6.91,clear sky,2021-02-15 16:11:00
472,Cabedelo,BR,-6.9811,-34.8339,86.0,70,75,11.5,broken clouds,2021-02-15 16:12:46
473,Batagay-Alyta,RU,67.8006,130.4114,-17.48,87,100,2.17,overcast clouds,2021-02-15 16:12:12
474,Palauig,PH,15.435,119.9045,76.39,78,11,4.43,few clouds,2021-02-15 16:12:46
475,Baswa,IN,27.15,76.5833,67.1,28,74,1.25,broken clouds,2021-02-15 16:12:47
476,Vega De Alatorre,MX,20.0333,-96.6333,59.92,90,100,18.5,overcast clouds,2021-02-15 16:12:47
477,Scarborough,GB,54.2797,-0.4044,48.0,88,50,1.01,scattered clouds,2021-02-15 16:12:47
478,Kipini,KE,-2.5257,40.5262,78.31,79,27,17.11,scattered clouds,2021-02-15 16:12:48
479,Nuuk,GL,64.1835,-51.7216,14.0,62,75,11.5,broken clouds,2021-02-15 16:11:01
480,Porto Novo,BJ,6.4965,2.6036,89.6,70,20,13.8,few clouds,2021-02-15 16:12:48
481,Barberton,ZA,-25.7884,31.0532,75.99,78,75,5.75,light rain,2021-02-15 16:12:48
482,Bodden Town,KY,19.2833,-81.25,84.2,70,75,13.8,broken clouds,2021-02-15 16:12:49
483,Saint-Georges,GD,12.0564,-61.7485,84.2,65,20,23.02,few clouds,2021-02-15 16:12:49
484,Khash,IR,28.2211,61.2158,54.57,34,0,7.63,clear sky,2021-02-15 16:12:49
485,Foki,RU,56.693,54.3499,-2.76,92,100,5.91,overcast clouds,2021-02-15 16:12:50
486,Aracruz,BR,-19.8203,-40.2733,89.6,58,0,13.8,clear sky,2021-02-15 16:12:50
487,Harper,LR,4.375,-7.7169,81.9,83,62,8.86,light rain,2021-02-15 16:12:50
488,Alice Springs,AU,-23.7,133.8833,69.8,52,23,10.31,few clouds,2021-02-15 16:12:27
489,Ayan,RU,56.45,138.1667,5.29,93,100,9.28,light snow,2021-02-15 16:12:51
490,Matay,EG,28.419,30.7792,60.94,33,36,4.0,scattered clouds,2021-02-15 16:12:51
491,Rozvadiv,UA,49.5,23.6167,23.0,93,75,8.95,light snow,2021-02-15 16:12:51
492,Acapulco,MX,16.8634,-99.8901,77.0,57,1,1.86,clear sky,2021-02-15 16:11:08
493,Kamra,PK,33.7473,73.5111,63.0,62,0,5.44,clear sky,2021-02-15 16:12:52
494,Sayanogorsk,RU,53.0875,91.3997,24.17,90,24,3.31,few clouds,2021-02-15 16:09:16
495,Shiraz,IR,29.6036,52.5388,53.6,24,0,4.32,clear sky,2021-02-15 16:12:03
496,Lata,PT,40.1629,-8.3327,71.01,49,93,10.13,overcast clouds,2021-02-15 16:12:53
497,Laurel,US,39.0993,-76.8483,37.99,80,90,3.44,overcast clouds,2021-02-15 16:12:53
498,Tignere,CM,7.3667,12.65,88.68,13,33,8.12,scattered clouds,2021-02-15 16:12:54
499,Kamenka,RU,51.3223,42.7678,-3.1,92,6,5.26,clear sky,2021-02-15 16:12:54
500,Naryan-Mar,RU,67.6713,53.087,-18.24,88,99,7.9,overcast clouds,2021-02-15 16:12:54
501,Red Deer,CA,52.2668,-113.802,-13.0,77,1,6.91,clear sky,2021-02-15 16:12:49
502,Waipawa,NZ,-41.4122,175.5153,60.01,100,75,20.71,light rain,2021-02-15 16:12:55
503,Monrovia,LR,6.3005,-10.7969,84.58,72,64,9.71,light rain,2021-02-15 16:10:18
504,Kodinsk,RU,58.6881,99.1844,-15.03,86,88,4.05,overcast clouds,2021-02-15 16:12:55
505,Minbu,MM,20.1833,94.8833,68.49,43,0,4.43,clear sky,2021-02-15 16:12:56
506,Beringovskiy,RU,63.05,179.3167,-5.93,88,96,17.63,overcast clouds,2021-02-15 16:12:56
507,Emmett,US,43.8735,-116.4993,34.0,94,100,1.01,snow,2021-02-15 16:12:56
508,Knyaze-Volkonskoye,RU,48.4642,135.4567,12.2,57,100,20.13,light snow,2021-02-15 16:12:56
509,Mahebourg,MU,-20.4081,57.7,80.6,78,75,2.3,broken clouds,2021-02-15 16:12:57
510,Tres Arroyos,AR,-38.3739,-60.2798,66.4,71,100,17.05,overcast clouds,2021-02-15 16:12:58
511,Tocopilla,CL,-22.092,-70.1979,74.97,53,5,8.28,clear sky,2021-02-15 16:12:58
512,Nalut,LY,30.3333,10.85,48.99,49,3,21.09,clear sky,2021-02-15 16:12:59
513,Husavik,IS,66.0449,-17.3389,39.2,75,75,16.11,broken clouds,2021-02-15 16:12:59
514,Balgazyn,RU,51.0,95.2,9.01,91,75,1.7,broken clouds,2021-02-15 16:13:00
515,Calabozo,VE,8.9242,-67.4293,92.5,38,94,11.48,overcast clouds,2021-02-15 16:13:00
516,Kautokeino,NO,69.0125,23.0412,23.68,97,100,8.43,light snow,2021-02-15 16:13:00
517,Shingu,JP,33.7333,135.9833,46.56,57,1,17.78,clear sky,2021-02-15 16:13:01
518,Bilibino,RU,68.0546,166.4372,-7.6,88,74,0.74,broken clouds,2021-02-15 16:13:01
519,Djenne,ML,13.9061,-4.5533,103.21,7,18,7.94,few clouds,2021-02-15 16:13:01
520,Camargo,MX,27.6667,-105.1667,38.88,74,88,3.76,overcast clouds,2021-02-15 16:13:02
521,Soldotna,US,60.4878,-151.0583,21.0,85,75,3.44,broken clouds,2021-02-15 16:13:02
522,Maralal,KE,1.0968,36.698,68.23,54,80,11.56,broken clouds,2021-02-15 16:13:02
523,Del Rio,US,29.3627,-100.8968,19.0,61,0,8.99,clear sky,2021-02-15 16:08:22
524,Mangrol,IN,21.1167,70.1167,70.84,77,0,9.15,clear sky,2021-02-15 16:13:03
525,Vila,PT,42.0304,-8.1588,68.0,30,0,17.27,clear sky,2021-02-15 16:13:03
