City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
526,Maniitsoq,GL,65.4167,-52.9,6.76,88,99,11.9,overcast clouds,2021-02-15 16:13:04
527,Adrar,MR,20.5022,-10.0711,84.67,13,24,20.07,few clouds,2021-02-15 16:13:04
528,Sibolga,ID,1.7427,98.7792,78.17,81,25,4.12,scattered clouds,2021-02-15 16:13:04
529,Asau,RO,46.4333,26.4,25.0,59,96,7.45,light snow,2021-02-15 16:13:05
530,Champerico,GT,14.3,-91.9167,84.2,54,1,7.7,clear sky,2021-02-15 16:13:05
531,Manaure,CO,11.7751,-72.4445,85.57,54,78,24.07,broken clouds,2021-02-15 16:13:05
532,Saquena,PE,-4.6667,-73.5167,89.85,54,94,5.26,overcast clouds,2021-02-15 16:13:05
533,Oktyabrskoye,RU,43.0645,44.7417,26.6,93,90,11.18,light snow,2021-02-15 16:13:06
534,Murmashi,RU,68.8154,32.8115,-0.4,85,40,4.47,scattered clouds,2021-02-15 16:13:06
535,Lethem,GY,3.3803,-59.7968,82.4,69,75,13.8,broken clouds,2021-02-15 16:13:07
536,Adeje,ES,28.1227,-16.726,77.0,22,0,10.36,clear sky,2021-02-15 16:13:07
537,Vestmannaeyjar,IS,63.4427,-20.2734,44.6,87,75,20.71,broken clouds,2021-02-15 16:13:07
538,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,97.0,40,26,3.0,scattered clouds,2021-02-15 16:13:07
539,Makueni,KE,-1.8041,37.6203,72.16,65,96,5.21,overcast clouds,2021-02-15 16:13:08
540,Ruidoso,US,33.3317,-105.673,21.0,86,75,11.5,broken clouds,2021-02-15 16:13:08
541,Oberndorf,DE,48.2905,8.5722,36.0,84,100,6.91,overcast clouds,2021-02-15 16:13:08
542,Santa Maria,BR,-29.6842,-53.8069,82.4,65,75,4.61,broken clouds,2021-02-15 16:10:48
543,Aracoiaba,BR,-4.3711,-38.8142,90.91,51,53,6.22,broken clouds,2021-02-15 16:13:09
544,Quatre Cocos,MU,-20.2078,57.7625,82.0,78,75,2.3,broken clouds,2021-02-15 16:13:09
545,Angoram,PG,-4.0625,144.0661,75.13,94,100,1.86,overcast clouds,2021-02-15 16:13:09
546,Ilabaya,PE,-17.4208,-70.5133,75.18,40,58,10.27,broken clouds,2021-02-15 16:13:09
547,Kokopo,PG,-4.352,152.2633,79.93,79,90,7.74,light rain,2021-02-15 16:13:10
548,Abha,SA,18.2164,42.5053,68.0,72,0,5.75,clear sky,2021-02-15 16:13:10
549,El Cope,PA,8.6167,-80.6,87.01,28,31,5.53,scattered clouds,2021-02-15 16:13:10
550,Doka,SD,13.5167,35.7667,90.63,15,4,6.17,clear sky,2021-02-15 16:13:11
551,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,81.7,79,100,4.05,light rain,2021-02-15 16:13:11
552,Boguchany,RU,58.3814,97.4531,-8.63,86,100,7.07,overcast clouds,2021-02-15 16:13:11
553,Magog,CA,45.2668,-72.1491,23.0,58,100,1.14,overcast clouds,2021-02-15 16:11:11
554,Montivilliers,FR,49.5452,0.1877,50.0,81,90,11.5,overcast clouds,2021-02-15 16:13:12
555,Kavieng,PG,-2.5744,150.7967,82.58,77,100,8.41,light rain,2021-02-15 16:13:12
556,Katakwi,UG,1.8911,33.9661,87.08,27,100,4.63,overcast clouds,2021-02-15 16:13:12
557,Amga,RU,60.8953,131.9608,-20.69,86,93,1.41,overcast clouds,2021-02-15 16:12:12
558,Namtsy,RU,62.7161,129.6658,-31.0,75,0,4.47,clear sky,2021-02-15 16:13:13
559,Jumla,NP,29.2747,82.1838,36.43,77,32,3.11,scattered clouds,2021-02-15 16:13:13
560,Ixtapa,MX,20.7,-105.2,71.6,49,1,4.61,clear sky,2021-02-15 16:13:13
561,Whitehorse,CA,60.7161,-135.0538,-31.0,68,1,3.44,clear sky,2021-02-15 16:13:14
562,Clonakilty,IE,51.6231,-8.8706,48.99,100,90,16.11,mist,2021-02-15 16:13:14
563,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,67,20,15.55,few clouds,2021-02-15 16:13:15
564,Saint-Augustin,CA,51.226,-58.6502,8.62,88,0,10.63,clear sky,2021-02-15 16:13:15
565,Bathsheba,BB,13.2167,-59.5167,86.0,51,40,24.16,scattered clouds,2021-02-15 16:13:15
566,Barsovo,RU,61.1667,73.1667,3.2,92,75,2.24,light snow,2021-02-15 16:13:15
567,Dubuque,US,42.4833,-90.8668,-5.01,49,1,14.97,clear sky,2021-02-15 16:10:15
568,Ode,NG,7.7899,5.7117,91.36,32,59,3.33,broken clouds,2021-02-15 16:13:16
569,Popondetta,PG,-8.7537,148.2534,74.77,87,85,2.93,overcast clouds,2021-02-15 16:13:17
570,Banff,CA,51.1762,-115.5698,5.0,71,6,4.61,clear sky,2021-02-15 16:13:17
571,Kungurtug,RU,50.5994,97.5228,12.0,92,100,0.54,overcast clouds,2021-02-15 16:13:17
572,Visegrad,BA,43.7847,19.2992,24.8,46,0,6.91,clear sky,2021-02-15 16:13:02
573,Daru,PG,-9.0763,143.2092,75.79,92,100,6.98,overcast clouds,2021-02-15 16:13:18
574,Ormara,PK,25.2088,64.6357,72.27,78,0,11.48,clear sky,2021-02-15 16:13:18
575,Xinxiang,CN,35.3089,113.8672,45.28,43,100,4.94,overcast clouds,2021-02-15 16:13:18
576,Barrhead,GB,55.7992,-4.3929,50.0,81,90,13.8,overcast clouds,2021-02-15 16:08:24
577,Pacific Grove,US,36.6177,-121.9166,54.0,100,90,4.61,mist,2021-02-15 16:12:50
578,Huambo,AO,-12.7761,15.7392,75.31,43,60,3.06,broken clouds,2021-02-15 16:13:19
579,Punta De Bombon,PE,-17.1717,-71.7931,74.8,72,4,11.83,clear sky,2021-02-15 16:13:20
580,Pandan,PH,14.0453,124.1694,76.37,80,65,11.07,broken clouds,2021-02-15 16:13:20
581,Jackson,US,42.4165,-122.8345,43.0,87,90,5.73,mist,2021-02-15 16:12:15
582,Boynton Beach,US,26.5254,-80.0664,86.0,70,40,12.66,scattered clouds,2021-02-15 16:09:19
583,Eureka,US,40.8021,-124.1637,52.0,99,100,4.0,overcast clouds,2021-02-15 16:13:21
584,Clarence Town,AU,-32.5833,151.7833,69.8,88,40,9.22,scattered clouds,2021-02-15 16:13:21
585,Kosterevo,RU,55.9299,39.6144,-5.03,91,5,5.1,clear sky,2021-02-15 16:13:22
586,Grand Gaube,MU,-20.0064,57.6608,82.0,73,100,1.99,overcast clouds,2021-02-15 16:13:22
587,Balabac,PH,7.9868,117.0645,77.81,71,42,7.2,scattered clouds,2021-02-15 16:13:22
588,Nola,IT,40.922,14.5329,44.6,39,20,12.66,few clouds,2021-02-15 16:13:22
589,Basco,PH,20.4487,121.9702,72.46,77,38,23.11,scattered clouds,2021-02-15 16:13:23
590,Padang,ID,-0.9492,100.3543,78.8,89,40,2.3,scattered clouds,2021-02-15 16:13:23
591,Dejen,ET,10.1667,38.1333,68.81,33,72,2.98,broken clouds,2021-02-15 16:13:23
592,Magugu,TZ,-4.0167,35.7667,74.1,73,89,3.71,light rain,2021-02-15 16:13:24
593,Malartic,CA,48.1335,-78.1328,6.01,85,75,10.36,light snow,2021-02-15 16:10:58
594,Ust-Maya,RU,60.4167,134.5333,-15.47,88,95,1.32,overcast clouds,2021-02-15 16:13:24
595,Aloleng,PH,16.1307,119.7824,76.91,78,30,7.25,scattered clouds,2021-02-15 16:13:24
596,Semey,KZ,50.4111,80.2275,15.8,79,0,17.9,clear sky,2021-02-15 16:13:25
597,Babushkin,RU,51.7122,105.8647,-4.23,89,84,2.59,broken clouds,2021-02-15 16:13:25
598,Superior,US,46.7208,-92.1041,-11.0,58,1,2.8,clear sky,2021-02-15 16:13:25
599,Ugoofaaru,MV,5.6667,73.0,81.75,65,94,6.98,overcast clouds,2021-02-15 16:13:26
600,Sri Aman,MY,1.2376,111.4621,73.4,94,95,1.21,overcast clouds,2021-02-15 16:13:26
601,Trincomalee,LK,8.5711,81.2335,78.48,77,17,9.71,few clouds,2021-02-15 16:13:26
602,Alghero,IT,40.5589,8.3181,50.0,50,0,10.36,clear sky,2021-02-15 16:13:26
603,Metro,ID,-5.1131,105.3067,76.15,92,100,4.72,overcast clouds,2021-02-15 16:13:27
604,Tilichiki,RU,60.4667,166.1,-9.0,90,6,8.39,clear sky,2021-02-15 16:13:27
605,Zlobin,HR,45.2924,14.6541,44.6,26,0,3.44,clear sky,2021-02-15 16:13:27
606,Oda,JP,35.1833,132.5,40.33,70,0,28.66,clear sky,2021-02-15 16:13:27
607,Southbridge,US,42.0751,-72.0334,32.0,65,100,5.01,light snow,2021-02-15 16:13:28
608,Nabire,ID,-3.3667,135.4833,76.6,88,100,3.85,overcast clouds,2021-02-15 16:13:28
609,Waingapu,ID,-9.6567,120.2641,77.38,82,97,4.97,overcast clouds,2021-02-15 16:13:28
610,Kohila,EE,59.1681,24.7575,23.0,79,0,10.36,clear sky,2021-02-15 16:13:29
611,Cozumel,MX,20.5083,-86.9458,84.2,70,40,8.05,scattered clouds,2021-02-15 16:13:29
612,Vanavara,RU,60.34,102.2797,-29.67,83,10,2.8,clear sky,2021-02-15 16:13:29
613,Vangaindrano,MG,-23.35,47.6,75.87,89,100,3.58,light rain,2021-02-15 16:13:30
614,Birao,CF,10.2849,22.7882,96.42,11,49,2.86,scattered clouds,2021-02-15 16:13:30
615,Topchikha,RU,52.8192,83.1185,21.2,68,0,11.18,clear sky,2021-02-15 16:13:30
616,The Valley,AI,18.217,-63.0578,82.4,61,20,20.71,few clouds,2021-02-15 16:13:30
617,Bud,US,39.447,-86.1758,17.01,83,100,14.0,overcast clouds,2021-02-15 16:13:31
618,Hovd,MN,48.0056,91.6419,14.16,85,24,1.7,few clouds,2021-02-15 16:13:31
619,Aykhal,RU,66.0,111.5,-33.12,81,94,6.17,overcast clouds,2021-02-15 16:13:31
620,Amuntai,ID,-2.4177,115.2494,73.42,94,82,1.3,broken clouds,2021-02-15 16:13:31
621,Kankan,GN,10.3854,-9.3057,105.24,17,6,2.17,clear sky,2021-02-15 16:13:32
622,Plainview,US,40.7765,-73.4673,35.01,69,90,8.05,overcast clouds,2021-02-15 16:13:32
623,Diamantino,BR,-14.4086,-56.4461,82.6,69,98,5.01,overcast clouds,2021-02-15 16:13:32
624,Komsomolskiy,UZ,40.4272,71.7189,51.8,32,0,11.5,clear sky,2021-02-15 16:13:33
625,Fomboni,KM,-12.28,43.7425,83.79,77,100,21.56,overcast clouds,2021-02-15 16:13:33
626,Kundiawa,PG,-6.0167,144.9667,64.56,78,100,0.89,overcast clouds,2021-02-15 16:13:33
627,Villa Union,MX,23.2,-106.2333,69.01,77,20,3.44,few clouds,2021-02-15 16:13:34
628,Tual,ID,-5.6667,132.75,82.69,77,100,19.06,overcast clouds,2021-02-15 16:09:14
629,Santiago Del Estero,AR,-27.7951,-64.2615,88.86,42,68,5.44,light rain,2021-02-15 16:13:34
630,Acajutla,SV,13.5928,-89.8275,75.2,69,0,2.3,clear sky,2021-02-15 16:11:19
631,Eastbourne,GB,50.7687,0.2845,48.99,92,100,5.01,overcast clouds,2021-02-15 16:13:35
632,Buala,SB,-8.145,159.5921,80.01,84,95,6.51,overcast clouds,2021-02-15 16:13:35
633,Okato,NZ,-39.2,173.8833,59.0,80,98,25.01,overcast clouds,2021-02-15 16:13:36
634,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,37,0,18.41,clear sky,2021-02-15 16:13:36
635,Voi,KE,-3.3945,38.563,84.56,43,75,8.43,broken clouds,2021-02-15 16:13:36
636,Norrtalje,SE,59.758,18.705,28.0,69,0,1.01,clear sky,2021-02-15 16:13:36
637,Banepa,NP,27.6298,85.5214,57.2,72,75,5.75,haze,2021-02-15 16:13:37
638,Palmer,US,42.1584,-72.3287,32.0,69,90,8.05,overcast clouds,2021-02-15 16:09:10
639,Manakara,MG,-22.1333,48.0167,77.9,83,100,6.08,overcast clouds,2021-02-15 16:13:37
640,Novikovo,RU,51.1537,37.8879,4.19,93,74,3.83,broken clouds,2021-02-15 16:13:38
641,Tias,ES,28.9611,-13.645,73.4,38,90,8.05,haze,2021-02-15 16:13:38
642,Kolondieba,ML,11.0882,-6.8926,101.14,19,33,4.29,scattered clouds,2021-02-15 16:13:38
643,Dudinka,RU,69.4058,86.1778,-16.24,80,100,12.97,overcast clouds,2021-02-15 16:13:38
644,Yarovoye,RU,52.9273,78.58,24.39,96,100,7.56,overcast clouds,2021-02-15 16:13:39
645,Yumen,CN,40.2833,97.2,33.31,75,100,10.11,overcast clouds,2021-02-15 16:13:39
646,Camacha,PT,33.0833,-16.3333,64.4,77,40,10.36,scattered clouds,2021-02-15 16:13:39
647,Amesbury,US,42.8584,-70.9301,30.0,73,91,1.01,overcast clouds,2021-02-15 16:13:40
648,La Sarre,CA,48.8002,-79.1996,-2.31,91,100,5.41,overcast clouds,2021-02-15 16:13:40
649,Evensk,RU,61.95,159.2333,9.48,93,100,6.53,overcast clouds,2021-02-15 16:13:40
650,Hualmay,PE,-11.0964,-77.6139,77.68,61,1,9.4,clear sky,2021-02-15 16:13:41
651,Villa Carlos Paz,AR,-31.4241,-64.4978,77.0,57,72,8.05,moderate rain,2021-02-15 16:13:41
652,Kotido,UG,2.9806,34.1331,85.28,27,90,12.21,overcast clouds,2021-02-15 16:13:41
653,Iquique,CL,-20.2208,-70.1431,77.0,50,0,17.27,clear sky,2021-02-15 16:13:42
654,Ngunguru,NZ,-35.6167,174.5,66.0,95,100,10.0,overcast clouds,2021-02-15 16:13:42
655,Borogontsy,RU,62.6683,131.1683,-20.76,87,79,2.21,broken clouds,2021-02-15 16:13:42
656,Plettenberg Bay,ZA,-34.0527,23.3716,65.28,63,50,10.49,scattered clouds,2021-02-15 16:12:53
657,Bulawayo,ZW,-20.15,28.5833,73.31,82,96,4.07,moderate rain,2021-02-15 16:13:43
658,Neryungri,RU,56.6709,124.6491,-18.26,84,100,9.22,overcast clouds,2021-02-15 16:13:43
659,Buin,CL,-33.7333,-70.75,75.0,64,0,6.91,haze,2021-02-15 16:13:43
660,Chaumont,FR,48.1167,5.1333,46.0,63,97,1.01,overcast clouds,2021-02-15 16:13:44
661,Sale,MA,34.0389,-6.8166,73.0,37,0,4.61,clear sky,2021-02-15 16:13:44
662,Kabompo,ZM,-13.5927,24.2008,77.34,68,0,4.68,clear sky,2021-02-15 16:13:44
663,Laredo,US,27.5064,-99.5075,19.4,73,1,18.41,clear sky,2021-02-15 16:13:45
664,College,US,64.8569,-147.8028,-25.6,75,1,1.23,clear sky,2021-02-15 16:13:45
665,Srednekolymsk,RU,67.45,153.6833,-18.67,85,96,2.59,overcast clouds,2021-02-15 16:13:46
666,Houma,US,29.5958,-90.7195,32.0,93,90,12.66,mist,2021-02-15 16:08:50
667,Loreto,MX,22.2667,-101.9667,54.59,41,0,16.91,clear sky,2021-02-15 16:13:46
668,Pecos,US,31.4229,-103.4932,8.6,72,90,9.22,overcast clouds,2021-02-15 16:13:46
669,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.31,96,100,2.44,moderate rain,2021-02-15 16:13:47
670,Garden City,US,42.3256,-83.331,15.8,79,90,12.66,light snow,2021-02-15 16:13:47
671,Chabahar,IR,25.2919,60.643,72.23,79,0,8.46,clear sky,2021-02-15 16:11:17
672,Las Vegas,US,36.175,-115.1372,46.4,36,1,0.92,clear sky,2021-02-15 16:11:15
673,Trairi,BR,-3.2778,-39.2689,87.8,58,100,11.56,overcast clouds,2021-02-15 16:13:48
674,Shirokiy,RU,49.758,129.523,-14.71,88,0,9.17,clear sky,2021-02-15 16:13:49
675,Batticaloa,LK,7.7102,81.6924,77.25,77,21,6.78,few clouds,2021-02-15 16:13:49
676,Pangkalanbuun,ID,-2.6833,111.6167,74.03,93,100,2.73,overcast clouds,2021-02-15 16:13:49
677,Kudahuvadhoo,MV,2.6708,72.8944,81.59,76,99,13.27,overcast clouds,2021-02-15 16:13:49
678,Morondava,MG,-20.2833,44.2833,77.65,87,100,15.05,moderate rain,2021-02-15 16:13:50
679,Rocha,UY,-34.4833,-54.3333,80.1,62,98,7.27,overcast clouds,2021-02-15 16:13:50
680,Sidi Ali,DZ,36.0998,0.4206,57.87,57,0,11.16,clear sky,2021-02-15 16:13:50
681,Tatawin,TN,32.9297,10.4518,50.0,53,75,11.5,broken clouds,2021-02-15 16:13:51
682,Ajjampur,IN,13.7281,76.0094,69.19,63,26,9.01,scattered clouds,2021-02-15 16:13:51
683,Maine-Soroa,NE,13.2114,12.0241,93.47,9,0,14.52,clear sky,2021-02-15 16:13:51
684,Caceres,ES,39.522,-6.3748,64.0,59,84,8.01,broken clouds,2021-02-15 16:13:52
685,Hohhot,CN,40.8106,111.6522,23.0,54,20,8.95,few clouds,2021-02-15 16:13:52
686,Maldonado,UY,-34.6667,-54.9167,78.8,73,20,6.91,few clouds,2021-02-15 16:13:26
687,Dubrovka,RU,53.6907,33.5071,10.4,61,90,4.47,overcast clouds,2021-02-15 16:13:52
688,La Roche-Sur-Yon,FR,46.6667,-1.4333,53.6,71,0,12.66,clear sky,2021-02-15 16:13:53
689,Coahuayana,MX,18.7333,-103.6833,64.4,72,20,1.92,few clouds,2021-02-15 16:13:53
690,Palasa,IN,18.7667,84.4167,70.72,80,0,4.41,clear sky,2021-02-15 16:13:53
