City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
162,Leshukonskoye,RU,2021-02-15 03:26:45,64.8989,45.7622,-19.32,88,54,5.06
163,Santo Amaro Da Imperatriz,BR,2021-02-15 03:26:45,-27.6881,-48.7786,71.6,83,40,4.61
164,Upernavik,GL,2021-02-15 03:26:46,72.7868,-56.1549,-1.48,91,97,5.32
165,Tygda,RU,2021-02-15 03:26:46,53.1167,126.3333,-8.34,88,77,4.63
166,Sukhobezvodnoye,RU,2021-02-15 03:26:46,57.0491,44.8891,-5.75,91,61,6.58
167,Victoria,HK,2021-02-15 03:26:03,22.2855,114.1577,78.01,56,20,5.75
168,Penzberg,DE,2021-02-15 03:26:47,47.75,11.3833,16.0,67,100,2.3
169,Saint-Augustin,CA,2021-02-15 03:26:47,51.226,-58.6502,1.76,89,93,8.39
170,Longyearbyen,SJ,2021-02-15 03:23:52,78.2186,15.6401,19.4,73,75,8.05
171,Khatanga,RU,2021-02-15 03:26:47,71.9667,102.5,-34.74,82,64,0.56
172,Honningsvag,NO,2021-02-15 03:26:48,70.9821,25.9704,35.04,84,100,24.7
173,Castro,BR,2021-02-15 03:26:48,-24.7911,-50.0119,61.99,94,2,3.87
174,Hovd,MN,2021-02-15 03:26:48,48.0056,91.6419,17.19,78,0,2.19
175,Saldanha,ZA,2021-02-15 03:26:49,-33.0117,17.9442,60.8,67,0,4.61
176,Whitehorse,CA,2021-02-15 03:26:49,60.7161,-135.0538,-16.6,76,1,4.61
177,Merauke,ID,2021-02-15 03:26:49,-8.4667,140.3333,84.54,70,100,8.93
178,Vidim,RU,2021-02-15 03:26:50,56.4088,103.1106,-13.77,85,0,1.77
179,Tuy Hoa,VN,2021-02-15 03:26:50,13.0833,109.3,72.27,73,84,7.7
180,Chipinge,ZW,2021-02-15 03:26:50,-20.1883,32.6236,65.59,99,86,5.64
181,Simpang,ID,2021-02-15 03:26:51,-1.2667,104.0833,83.55,67,90,7.56
182,Omboue,GA,2021-02-15 03:26:51,-1.5746,9.2618,78.58,88,100,8.59
183,Havre-Saint-Pierre,CA,2021-02-15 03:26:51,50.2334,-63.5986,-0.4,85,1,3.44
184,Poronaysk,RU,2021-02-15 03:26:52,49.2167,143.1167,17.53,90,37,5.57
185,Athabasca,CA,2021-02-15 03:26:52,54.7169,-113.2854,-11.2,70,94,8.05
186,Fram,PY,2021-02-15 03:26:52,-26.9833,-55.8833,82.4,65,0,3.42
187,Nanortalik,GL,2021-02-15 03:26:53,60.1432,-45.2371,22.33,91,37,10.56
188,Avera,US,2021-02-15 03:26:53,33.194,-82.5271,42.8,95,90,4.61
189,Kurilsk,RU,2021-02-15 03:26:53,45.2333,147.8833,36.91,81,90,7.83
190,Bethel,US,2021-02-15 03:26:53,41.3712,-73.414,32.0,69,40,3.44
191,Murray Bridge,AU,2021-02-15 03:26:54,-35.1167,139.2667,81.0,41,0,5.79
192,Talnakh,RU,2021-02-15 03:26:54,69.4865,88.3972,-30.75,81,15,7.56
193,Liverpool,GB,2021-02-15 03:26:54,53.4106,-2.9779,44.6,93,40,6.91
194,Semnan,IR,2021-02-15 03:26:55,35.5729,53.3971,44.67,51,0,1.77
195,Padre Bernardo,BR,2021-02-15 03:26:55,-15.35,-48.5,69.12,93,100,1.48
196,Tasiilaq,GL,2021-02-15 03:26:55,65.6145,-37.6368,30.2,86,90,3.44
197,Surt,LY,2021-02-15 03:26:55,31.2089,16.5887,56.39,81,96,8.84
198,Shimoda,JP,2021-02-15 03:26:56,34.6667,138.95,64.4,94,75,17.27
199,Gornopravdinsk,RU,2021-02-15 03:26:56,60.05,69.9,3.29,93,100,9.4
200,Mehamn,NO,2021-02-15 03:26:56,71.0357,27.8492,24.22,96,100,7.81
201,Santa Vitoria Do Palmar,BR,2021-02-15 03:26:56,-33.5189,-53.3681,69.39,89,100,3.6
202,Yeppoon,AU,2021-02-15 03:26:57,-23.1333,150.7333,89.6,43,75,8.05
203,Sioux Lookout,CA,2021-02-15 03:26:57,50.1001,-91.917,-16.6,63,1,5.75
204,Interlaken,US,2021-02-15 03:26:57,36.9513,-121.7338,53.6,76,90,0.4
205,Fredericton,CA,2021-02-15 03:26:57,45.9454,-66.6656,12.99,85,1,4.61
206,Monkey Bay,MW,2021-02-15 03:26:58,-14.0728,34.9201,79.57,74,99,15.23
207,Yokadouma,CM,2021-02-15 03:26:58,3.5167,15.05,70.84,81,100,3.36
208,Puerto Escondido,MX,2021-02-15 03:26:58,15.85,-97.0667,73.4,83,1,5.75
209,Hamilton,US,2021-02-15 03:26:58,39.1834,-84.5333,21.99,73,90,13.8
210,Buchanan,LR,2021-02-15 03:26:59,5.8808,-10.0467,79.27,85,0,5.37
211,Ahipara,NZ,2021-02-15 03:26:59,-35.1667,173.1667,75.45,71,84,21.16
212,Hata,IN,2021-02-15 03:26:59,26.7461,83.7403,62.82,46,0,4.0
213,Les Cayes,HT,2021-02-15 03:26:59,18.2,-73.75,77.54,79,62,10.45
214,Nyurba,RU,2021-02-15 03:27:00,63.2842,118.3319,-21.6,86,86,5.48
215,Ballina,AU,2021-02-15 03:27:00,-28.8667,153.5667,78.8,69,75,19.57
216,Beringovskiy,RU,2021-02-15 03:27:00,63.05,179.3167,-0.65,87,83,21.16
217,Shenjiamen,CN,2021-02-15 03:27:00,29.9576,122.298,49.93,85,73,18.66
218,Vega De Alatorre,MX,2021-02-15 03:27:01,20.0333,-96.6333,65.77,86,85,2.35
219,Haines Junction,CA,2021-02-15 03:27:01,60.7522,-137.5108,-20.2,76,10,0.67
220,Blatna,CZ,2021-02-15 03:27:01,49.4249,13.8818,14.0,100,60,2.3
221,Hengshui,CN,2021-02-15 03:27:01,37.7322,115.7011,38.73,54,0,8.68
222,Sorland,NO,2021-02-15 03:27:02,67.667,12.6934,35.64,83,8,7.43
223,Vila Franca Do Campo,PT,2021-02-15 03:27:02,37.7167,-25.4333,60.8,77,75,27.63
224,Kovdor,RU,2021-02-15 03:27:02,67.5662,30.4758,4.73,94,71,3.98
225,Neuquen,AR,2021-02-15 03:27:03,-38.9516,-68.0591,68.0,37,0,17.27
226,Vao,NC,2021-02-15 03:27:03,-22.6667,167.4833,79.9,77,59,9.62
227,Sayat,TM,2021-02-15 03:27:03,38.7839,63.8803,37.4,70,0,4.61
228,Kousseri,CM,2021-02-15 03:27:03,12.0769,15.0306,68.0,40,0,3.44
229,Lokosovo,RU,2021-02-15 03:27:04,61.1333,74.8167,18.77,97,99,9.51
230,Nalut,LY,2021-02-15 03:27:04,30.3333,10.85,40.68,74,4,14.9
231,Virginia Beach,US,2021-02-15 03:23:31,36.8529,-75.978,39.0,99,100,3.0
232,Lata,PT,2021-02-15 03:27:04,40.1629,-8.3327,57.0,89,87,4.88
233,Kathu,TH,2021-02-15 03:27:05,7.9178,98.3332,84.2,65,0,14.97
234,Cayenne,GF,2021-02-15 03:27:05,4.9333,-52.3333,78.8,83,75,9.22
235,Tura,IN,2021-02-15 03:27:05,25.5198,90.2201,72.32,36,0,3.27
236,Tuktoyaktuk,CA,2021-02-15 03:27:05,69.4541,-133.0374,-7.6,77,75,8.05
237,Floro,NO,2021-02-15 03:27:06,61.5996,5.0328,37.4,70,90,21.85
238,Awbari,LY,2021-02-15 03:27:06,26.5921,12.7805,49.77,72,0,9.8
239,Zeerust,ZA,2021-02-15 03:27:06,-25.5369,26.0751,66.2,88,0,2.3
240,Santa Rosalia,MX,2021-02-15 03:27:06,27.3167,-112.2833,56.82,60,100,2.44
241,Korla,CN,2021-02-15 03:27:07,41.7597,86.1469,38.93,64,91,1.57
